,year,rnd,type,team,tm_pts,opp_team,op_pts,venue,tm,op,hvar,lr,tm_var,outcome,state
2618,1929,R14,reg_season,Richmond,74,Essendon,74,Punt Rd,RI,ES,0,1,0,D,VIC
2618,1929,R14,reg_season,Essendon,74,Richmond,74,Punt Rd,ES,RI,0,0,0,D,VIC
2619,1929,R14,reg_season,Fitzroy,41,Melbourne,77,Brunswick St,FI,ME,-36,1,-36,L,VIC
2619,1929,R14,reg_season,Melbourne,77,Fitzroy,41,Brunswick St,ME,FI,-36,0,36,W,VIC
2620,1929,R14,reg_season,Western Bulldogs,49,North Melbourne,62,Arden St,WB,NM,13,0,-13,L,VIC
2620,1929,R14,reg_season,North Melbourne,62,Western Bulldogs,49,Arden St,NM,WB,13,1,13,W,VIC
2621,1929,R14,reg_season,Geelong,60,St Kilda,71,Corio Oval,GE,SK,-11,1,-11,L,VIC
2621,1929,R14,reg_season,St Kilda,71,Geelong,60,Corio Oval,SK,GE,-11,0,11,W,VIC
2622,1929,R15,reg_season,South Melbourne,81,Carlton,119,Princes Park,SM,CA,38,0,-38,L,VIC
2622,1929,R15,reg_season,Carlton,119,South Melbourne,81,Princes Park,CA,SM,38,1,38,W,VIC
2623,1929,R15,reg_season,Collingwood,87,Geelong,60,Victoria Park,CO,GE,27,1,27,W,VIC
2623,1929,R15,reg_season,Geelong,60,Collingwood,87,Victoria Park,GE,CO,27,0,-27,L,VIC
2624,1929,R15,reg_season,Hawthorn,92,Essendon,100,Windy Hill,HA,ES,8,0,-8,L,VIC
2624,1929,R15,reg_season,Essendon,100,Hawthorn,92,Windy Hill,ES,HA,8,1,8,W,VIC
2625,1929,R15,reg_season,St Kilda,142,Fitzroy,75,Junction Oval,SK,FI,67,1,67,W,VIC
2625,1929,R15,reg_season,Fitzroy,75,St Kilda,142,Junction Oval,FI,SK,67,0,-67,L,VIC
2626,1929,R15,reg_season,Western Bulldogs,72,Richmond,99,Western Oval,WB,RI,-27,1,-27,L,VIC
2626,1929,R15,reg_season,Richmond,99,Western Bulldogs,72,Western Oval,RI,WB,-27,0,27,W,VIC
2627,1929,R15,reg_season,Melbourne,107,North Melbourne,50,M.C.G.,ME,NM,57,1,57,W,VIC
2627,1929,R15,reg_season,North Melbourne,50,Melbourne,107,M.C.G.,NM,ME,57,0,-57,L,VIC
2628,1929,R16,reg_season,Carlton,39,Geelong,25,Corio Oval,CA,GE,-14,0,14,W,VIC
2628,1929,R16,reg_season,Geelong,25,Carlton,39,Corio Oval,GE,CA,-14,1,-14,L,VIC
2629,1929,R16,reg_season,Fitzroy,55,Collingwood,111,Brunswick St,FI,CO,-56,1,-56,L,VIC
2629,1929,R16,reg_season,Collingwood,111,Fitzroy,55,Brunswick St,CO,FI,-56,0,56,W,VIC
2630,1929,R16,reg_season,Essendon,88,South Melbourne,94,Lake Oval,ES,SM,6,0,-6,L,VIC
2630,1929,R16,reg_season,South Melbourne,94,Essendon,88,Lake Oval,SM,ES,6,1,6,W,VIC
2631,1929,R16,reg_season,Melbourne,82,Western Bulldogs,41,M.C.G.,ME,WB,41,1,41,W,VIC
2631,1929,R16,reg_season,Western Bulldogs,41,Melbourne,82,M.C.G.,WB,ME,41,0,-41,L,VIC
2632,1929,R16,reg_season,Hawthorn,58,Richmond,80,Glenferrie Oval,HA,RI,-22,1,-22,L,VIC
2632,1929,R16,reg_season,Richmond,80,Hawthorn,58,Glenferrie Oval,RI,HA,-22,0,22,W,VIC
2633,1929,R16,reg_season,North Melbourne,62,St Kilda,132,Arden St,NM,SK,-70,1,-70,L,VIC
2633,1929,R16,reg_season,St Kilda,132,North Melbourne,62,Arden St,SK,NM,-70,0,70,W,VIC
2634,1929,R17,reg_season,Carlton,108,Fitzroy,69,Princes Park,CA,FI,39,1,39,W,VIC
2634,1929,R17,reg_season,Fitzroy,69,Carlton,108,Princes Park,FI,CA,39,0,-39,L,VIC
2635,1929,R17,reg_season,Collingwood,138,North Melbourne,61,Victoria Park,CO,NM,77,1,77,W,VIC
2635,1929,R17,reg_season,North Melbourne,61,Collingwood,138,Victoria Park,NM,CO,77,0,-77,L,VIC
2636,1929,R17,reg_season,Essendon,53,Geelong,51,Windy Hill,ES,GE,2,1,2,W,VIC
2636,1929,R17,reg_season,Geelong,51,Essendon,53,Windy Hill,GE,ES,2,0,-2,L,VIC
2637,1929,R17,reg_season,Hawthorn,77,Western Bulldogs,33,Glenferrie Oval,HA,WB,44,1,44,W,VIC
2637,1929,R17,reg_season,Western Bulldogs,33,Hawthorn,77,Glenferrie Oval,WB,HA,44,0,-44,L,VIC
2638,1929,R17,reg_season,St Kilda,66,Melbourne,49,Junction Oval,SK,ME,17,1,17,W,VIC
2638,1929,R17,reg_season,Melbourne,49,St Kilda,66,Junction Oval,ME,SK,17,0,-17,L,VIC
2639,1929,R17,reg_season,Richmond,136,South Melbourne,65,Punt Rd,RI,SM,71,1,71,W,VIC
2639,1929,R17,reg_season,South Melbourne,65,Richmond,136,Punt Rd,SM,RI,71,0,-71,L,VIC
2640,1929,R18,reg_season,North Melbourne,56,Carlton,63,Arden St,NM,CA,-7,1,-7,L,VIC
2640,1929,R18,reg_season,Carlton,63,North Melbourne,56,Arden St,CA,NM,-7,0,7,W,VIC
2641,1929,R18,reg_season,Melbourne,40,Collingwood,96,M.C.G.,ME,CO,-56,1,-56,L,VIC
2641,1929,R18,reg_season,Collingwood,96,Melbourne,40,M.C.G.,CO,ME,-56,0,56,W,VIC
2642,1929,R18,reg_season,Fitzroy,84,Essendon,53,Brunswick St,FI,ES,31,1,31,W,VIC
2642,1929,R18,reg_season,Essendon,53,Fitzroy,84,Brunswick St,ES,FI,31,0,-31,L,VIC
2643,1929,R18,reg_season,Western Bulldogs,42,St Kilda,67,Western Oval,WB,SK,-25,1,-25,L,VIC
2643,1929,R18,reg_season,St Kilda,67,Western Bulldogs,42,Western Oval,SK,WB,-25,0,25,W,VIC
2644,1929,R18,reg_season,Richmond,42,Geelong,82,Corio Oval,RI,GE,40,0,-40,L,VIC
2644,1929,R18,reg_season,Geelong,82,Richmond,42,Corio Oval,GE,RI,40,1,40,W,VIC
2645,1929,R18,reg_season,South Melbourne,88,Hawthorn,71,Lake Oval,SM,HA,17,1,17,W,VIC
2645,1929,R18,reg_season,Hawthorn,71,South Melbourne,88,Lake Oval,HA,SM,17,0,-17,L,VIC
2646,1929,SF,final,St Kilda,73,Carlton,81,M.C.G.,SK,CA,8,0,-8,L,VIC
2646,1929,SF,final,Carlton,81,St Kilda,73,M.C.G.,CA,SK,8,1,8,W,VIC
2647,1929,SF,final,Richmond,123,Collingwood,61,M.C.G.,RI,CO,62,1,62,W,VIC
2647,1929,SF,final,Collingwood,61,Richmond,123,M.C.G.,CO,RI,62,0,-62,L,VIC
2648,1929,PF,final,Richmond,97,Carlton,91,M.C.G.,RI,CA,6,1,6,W,VIC
2648,1929,PF,final,Carlton,91,Richmond,97,M.C.G.,CA,RI,6,0,-6,L,VIC
2649,1929,GF,final,Collingwood,79,Richmond,50,M.C.G.,CO,RI,29,1,29,W,VIC
2649,1929,GF,final,Richmond,50,Collingwood,79,M.C.G.,RI,CO,29,0,-29,L,VIC
2650,1930,R1,reg_season,Essendon,51,Carlton,58,Windy Hill,ES,CA,-7,1,-7,L,VIC
2650,1930,R1,reg_season,Carlton,58,Essendon,51,Windy Hill,CA,ES,-7,0,7,W,VIC
2651,1930,R1,reg_season,Collingwood,74,Richmond,60,Punt Rd,CO,RI,-14,0,14,W,VIC
2651,1930,R1,reg_season,Richmond,60,Collingwood,74,Punt Rd,RI,CO,-14,1,-14,L,VIC
2652,1930,R1,reg_season,Western Bulldogs,72,Fitzroy,86,Brunswick St,WB,FI,14,0,-14,L,VIC
2652,1930,R1,reg_season,Fitzroy,86,Western Bulldogs,72,Brunswick St,FI,WB,14,1,14,W,VIC
2653,1930,R1,reg_season,Geelong,121,North Melbourne,19,Corio Oval,GE,NM,102,1,102,W,VIC
2653,1930,R1,reg_season,North Melbourne,19,Geelong,121,Corio Oval,NM,GE,102,0,-102,L,VIC
2654,1930,R1,reg_season,Hawthorn,103,St Kilda,92,Glenferrie Oval,HA,SK,11,1,11,W,VIC
2654,1930,R1,reg_season,St Kilda,92,Hawthorn,103,Glenferrie Oval,SK,HA,11,0,-11,L,VIC
2655,1930,R1,reg_season,South Melbourne,70,Melbourne,95,Lake Oval,SM,ME,-25,1,-25,L,VIC
2655,1930,R1,reg_season,Melbourne,95,South Melbourne,70,Lake Oval,ME,SM,-25,0,25,W,VIC
2656,1930,R2,reg_season,Carlton,116,Richmond,47,Princes Park,CA,RI,69,1,69,W,VIC
2656,1930,R2,reg_season,Richmond,47,Carlton,116,Princes Park,RI,CA,69,0,-69,L,VIC
2657,1930,R2,reg_season,Collingwood,78,Hawthorn,70,Victoria Park,CO,HA,8,1,8,W,VIC
2657,1930,R2,reg_season,Hawthorn,70,Collingwood,78,Victoria Park,HA,CO,8,0,-8,L,VIC
2658,1930,R2,reg_season,Western Bulldogs,74,Essendon,58,Western Oval,WB,ES,16,1,16,W,VIC
2658,1930,R2,reg_season,Essendon,58,Western Bulldogs,74,Western Oval,ES,WB,16,0,-16,L,VIC
2659,1930,R2,reg_season,North Melbourne,45,Fitzroy,65,Arden St,NM,FI,-20,1,-20,L,VIC
2659,1930,R2,reg_season,Fitzroy,65,North Melbourne,45,Arden St,FI,NM,-20,0,20,W,VIC
2660,1930,R2,reg_season,Geelong,63,Melbourne,100,M.C.G.,GE,ME,37,0,-37,L,VIC
2660,1930,R2,reg_season,Melbourne,100,Geelong,63,M.C.G.,ME,GE,37,1,37,W,VIC
2661,1930,R2,reg_season,St Kilda,106,South Melbourne,78,Junction Oval,SK,SM,28,1,28,W,VIC
2661,1930,R2,reg_season,South Melbourne,78,St Kilda,106,Junction Oval,SM,SK,28,0,-28,L,VIC
2662,1930,R3,reg_season,Carlton,87,Hawthorn,72,Glenferrie Oval,CA,HA,-15,0,15,W,VIC
2662,1930,R3,reg_season,Hawthorn,72,Carlton,87,Glenferrie Oval,HA,CA,-15,1,-15,L,VIC
2663,1930,R3,reg_season,South Melbourne,84,Collingwood,115,Lake Oval,SM,CO,-31,1,-31,L,VIC
2663,1930,R3,reg_season,Collingwood,115,South Melbourne,84,Lake Oval,CO,SM,-31,0,31,W,VIC
2664,1930,R3,reg_season,Richmond,77,Essendon,79,Punt Rd,RI,ES,-2,1,-2,L,VIC
2664,1930,R3,reg_season,Essendon,79,Richmond,77,Punt Rd,ES,RI,-2,0,2,W,VIC
2665,1930,R3,reg_season,Fitzroy,99,Melbourne,104,Brunswick St,FI,ME,-5,1,-5,L,VIC
2665,1930,R3,reg_season,Melbourne,104,Fitzroy,99,Brunswick St,ME,FI,-5,0,5,W,VIC
2666,1930,R3,reg_season,North Melbourne,74,Western Bulldogs,116,Arden St,NM,WB,-42,1,-42,L,VIC
2666,1930,R3,reg_season,Western Bulldogs,116,North Melbourne,74,Arden St,WB,NM,-42,0,42,W,VIC
2667,1930,R3,reg_season,Geelong,70,St Kilda,60,Corio Oval,GE,SK,10,1,10,W,VIC
2667,1930,R3,reg_season,St Kilda,60,Geelong,70,Corio Oval,SK,GE,10,0,-10,L,VIC
2668,1930,R4,reg_season,Carlton,138,South Melbourne,84,Princes Park,CA,SM,54,1,54,W,VIC
2668,1930,R4,reg_season,South Melbourne,84,Carlton,138,Princes Park,SM,CA,54,0,-54,L,VIC
2669,1930,R4,reg_season,Collingwood,72,Geelong,90,Victoria Park,CO,GE,-18,1,-18,L,VIC
2669,1930,R4,reg_season,Geelong,90,Collingwood,72,Victoria Park,GE,CO,-18,0,18,W,VIC
2670,1930,R4,reg_season,Hawthorn,61,Essendon,96,Windy Hill,HA,ES,35,0,-35,L,VIC
2670,1930,R4,reg_season,Essendon,96,Hawthorn,61,Windy Hill,ES,HA,35,1,35,W,VIC
2671,1930,R4,reg_season,St Kilda,108,Fitzroy,58,Junction Oval,SK,FI,50,1,50,W,VIC
2671,1930,R4,reg_season,Fitzroy,58,St Kilda,108,Junction Oval,FI,SK,50,0,-50,L,VIC
2672,1930,R4,reg_season,Richmond,91,Western Bulldogs,64,Western Oval,RI,WB,-27,0,27,W,VIC
2672,1930,R4,reg_season,Western Bulldogs,64,Richmond,91,Western Oval,WB,RI,-27,1,-27,L,VIC
2673,1930,R4,reg_season,Melbourne,123,North Melbourne,102,M.C.G.,ME,NM,21,1,21,W,VIC
2673,1930,R4,reg_season,North Melbourne,102,Melbourne,123,M.C.G.,NM,ME,21,0,-21,L,VIC
2674,1930,R5,reg_season,Geelong,58,Carlton,66,Corio Oval,GE,CA,-8,1,-8,L,VIC
2674,1930,R5,reg_season,Carlton,66,Geelong,58,Corio Oval,CA,GE,-8,0,8,W,VIC
2675,1930,R5,reg_season,Fitzroy,71,Collingwood,66,Brunswick St,FI,CO,5,1,5,W,VIC
2675,1930,R5,reg_season,Collingwood,66,Fitzroy,71,Brunswick St,CO,FI,5,0,-5,L,VIC
2676,1930,R5,reg_season,Essendon,104,South Melbourne,51,Lake Oval,ES,SM,-53,0,53,W,VIC
2676,1930,R5,reg_season,South Melbourne,51,Essendon,104,Lake Oval,SM,ES,-53,1,-53,L,VIC
2677,1930,R5,reg_season,Melbourne,120,Western Bulldogs,62,M.C.G.,ME,WB,58,1,58,W,VIC
2677,1930,R5,reg_season,Western Bulldogs,62,Melbourne,120,M.C.G.,WB,ME,58,0,-58,L,VIC
2678,1930,R5,reg_season,Richmond,77,Hawthorn,59,Glenferrie Oval,RI,HA,-18,0,18,W,VIC
2678,1930,R5,reg_season,Hawthorn,59,Richmond,77,Glenferrie Oval,HA,RI,-18,1,-18,L,VIC
2679,1930,R5,reg_season,North Melbourne,99,St Kilda,71,Arden St,NM,SK,28,1,28,W,VIC
2679,1930,R5,reg_season,St Kilda,71,North Melbourne,99,Arden St,SK,NM,28,0,-28,L,VIC
2680,1930,R6,reg_season,Carlton,118,Fitzroy,48,Princes Park,CA,FI,70,1,70,W,VIC
2680,1930,R6,reg_season,Fitzroy,48,Carlton,118,Princes Park,FI,CA,70,0,-70,L,VIC
2681,1930,R6,reg_season,Collingwood,114,North Melbourne,57,Victoria Park,CO,NM,57,1,57,W,VIC
2681,1930,R6,reg_season,North Melbourne,57,Collingwood,114,Victoria Park,NM,CO,57,0,-57,L,VIC
2682,1930,R6,reg_season,Western Bulldogs,57,Hawthorn,56,Western Oval,WB,HA,1,1,1,W,VIC
2682,1930,R6,reg_season,Hawthorn,56,Western Bulldogs,57,Western Oval,HA,WB,1,0,-1,L,VIC
2683,1930,R6,reg_season,Essendon,107,Geelong,66,Windy Hill,ES,GE,41,1,41,W,VIC
2683,1930,R6,reg_season,Geelong,66,Essendon,107,Windy Hill,GE,ES,41,0,-41,L,VIC
2684,1930,R6,reg_season,Melbourne,67,St Kilda,76,Junction Oval,ME,SK,9,0,-9,L,VIC
2684,1930,R6,reg_season,St Kilda,76,Melbourne,67,Junction Oval,SK,ME,9,1,9,W,VIC
2685,1930,R6,reg_season,Richmond,81,South Melbourne,66,Punt Rd,RI,SM,15,1,15,W,VIC
2685,1930,R6,reg_season,South Melbourne,66,Richmond,81,Punt Rd,SM,RI,15,0,-15,L,VIC
2686,1930,R7,reg_season,Carlton,113,North Melbourne,63,Arden St,CA,NM,-50,0,50,W,VIC
2686,1930,R7,reg_season,North Melbourne,63,Carlton,113,Arden St,NM,CA,-50,1,-50,L,VIC
2687,1930,R7,reg_season,Melbourne,79,Collingwood,97,M.C.G.,ME,CO,-18,1,-18,L,VIC
2687,1930,R7,reg_season,Collingwood,97,Melbourne,79,M.C.G.,CO,ME,-18,0,18,W,VIC
2688,1930,R7,reg_season,Essendon,106,Fitzroy,91,Brunswick St,ES,FI,-15,0,15,W,VIC
2688,1930,R7,reg_season,Fitzroy,91,Essendon,106,Brunswick St,FI,ES,-15,1,-15,L,VIC
2689,1930,R7,reg_season,Western Bulldogs,56,St Kilda,72,Western Oval,WB,SK,-16,1,-16,L,VIC
2689,1930,R7,reg_season,St Kilda,72,Western Bulldogs,56,Western Oval,SK,WB,-16,0,16,W,VIC
2690,1930,R7,reg_season,Geelong,69,Richmond,70,Corio Oval,GE,RI,-1,1,-1,L,VIC
2690,1930,R7,reg_season,Richmond,70,Geelong,69,Corio Oval,RI,GE,-1,0,1,W,VIC
2691,1930,R7,reg_season,South Melbourne,113,Hawthorn,64,Lake Oval,SM,HA,49,1,49,W,VIC
2691,1930,R7,reg_season,Hawthorn,64,South Melbourne,113,Lake Oval,HA,SM,49,0,-49,L,VIC
2692,1930,R8,reg_season,Melbourne,72,Carlton,70,Princes Park,ME,CA,-2,0,2,W,VIC
2692,1930,R8,reg_season,Carlton,70,Melbourne,72,Princes Park,CA,ME,-2,1,-2,L,VIC
2693,1930,R8,reg_season,Collingwood,143,St Kilda,92,Victoria Park,CO,SK,51,1,51,W,VIC
2693,1930,R8,reg_season,St Kilda,92,Collingwood,143,Victoria Park,SK,CO,51,0,-51,L,VIC
2694,1930,R8,reg_season,Essendon,77,North Melbourne,56,Windy Hill,ES,NM,21,1,21,W,VIC
2694,1930,R8,reg_season,North Melbourne,56,Essendon,77,Windy Hill,NM,ES,21,0,-21,L,VIC
2695,1930,R8,reg_season,Richmond,100,Fitzroy,72,Punt Rd,RI,FI,28,1,28,W,VIC
2695,1930,R8,reg_season,Fitzroy,72,Richmond,100,Punt Rd,FI,RI,28,0,-28,L,VIC
2696,1930,R8,reg_season,South Melbourne,109,Western Bulldogs,60,Lake Oval,SM,WB,49,1,49,W,VIC
2696,1930,R8,reg_season,Western Bulldogs,60,South Melbourne,109,Lake Oval,WB,SM,49,0,-49,L,VIC
2697,1930,R8,reg_season,Hawthorn,72,Geelong,47,Glenferrie Oval,HA,GE,25,1,25,W,VIC
2697,1930,R8,reg_season,Geelong,47,Hawthorn,72,Glenferrie Oval,GE,HA,25,0,-25,L,VIC
2698,1930,R9,reg_season,St Kilda,77,Carlton,92,Junction Oval,SK,CA,-15,1,-15,L,VIC
2698,1930,R9,reg_season,Carlton,92,St Kilda,77,Junction Oval,CA,SK,-15,0,15,W,VIC
2699,1930,R9,reg_season,Western Bulldogs,44,Collingwood,124,Western Oval,WB,CO,-80,1,-80,L,VIC
2699,1930,R9,reg_season,Collingwood,124,Western Bulldogs,44,Western Oval,CO,WB,-80,0,80,W,VIC
2700,1930,R9,reg_season,Melbourne,114,Essendon,88,M.C.G.,ME,ES,26,1,26,W,VIC
2700,1930,R9,reg_season,Essendon,88,Melbourne,114,M.C.G.,ES,ME,26,0,-26,L,VIC
2701,1930,R9,reg_season,Fitzroy,119,Hawthorn,95,Brunswick St,FI,HA,24,1,24,W,VIC
2701,1930,R9,reg_season,Hawthorn,95,Fitzroy,119,Brunswick St,HA,FI,24,0,-24,L,VIC
2702,1930,R9,reg_season,South Melbourne,72,Geelong,96,Corio Oval,SM,GE,24,0,-24,L,VIC
2702,1930,R9,reg_season,Geelong,96,South Melbourne,72,Corio Oval,GE,SM,24,1,24,W,VIC
2703,1930,R9,reg_season,North Melbourne,43,Richmond,104,Arden St,NM,RI,-61,1,-61,L,VIC
2703,1930,R9,reg_season,Richmond,104,North Melbourne,43,Arden St,RI,NM,-61,0,61,W,VIC
2704,1930,R10,reg_season,Collingwood,112,Carlton,116,Princes Park,CO,CA,4,0,-4,L,VIC
2704,1930,R10,reg_season,Carlton,116,Collingwood,112,Princes Park,CA,CO,4,1,4,W,VIC
2705,1930,R10,reg_season,Essendon,98,St Kilda,74,Windy Hill,ES,SK,24,1,24,W,VIC
2705,1930,R10,reg_season,St Kilda,74,Essendon,98,Windy Hill,SK,ES,24,0,-24,L,VIC
2706,1930,R10,reg_season,South Melbourne,94,Fitzroy,84,Lake Oval,SM,FI,10,1,10,W,VIC
2706,1930,R10,reg_season,Fitzroy,84,South Melbourne,94,Lake Oval,FI,SM,10,0,-10,L,VIC
2707,1930,R10,reg_season,Geelong,98,Western Bulldogs,58,Corio Oval,GE,WB,40,1,40,W,VIC
2707,1930,R10,reg_season,Western Bulldogs,58,Geelong,98,Corio Oval,WB,GE,40,0,-40,L,VIC
2708,1930,R10,reg_season,North Melbourne,77,Hawthorn,81,Glenferrie Oval,NM,HA,4,0,-4,L,VIC
2708,1930,R10,reg_season,Hawthorn,81,North Melbourne,77,Glenferrie Oval,HA,NM,4,1,4,W,VIC
2709,1930,R10,reg_season,Richmond,104,Melbourne,52,Punt Rd,RI,ME,52,1,52,W,VIC
2709,1930,R10,reg_season,Melbourne,52,Richmond,104,Punt Rd,ME,RI,52,0,-52,L,VIC
2710,1930,R11,reg_season,Carlton,86,Western Bulldogs,51,Western Oval,CA,WB,-35,0,35,W,VIC
2710,1930,R11,reg_season,Western Bulldogs,51,Carlton,86,Western Oval,WB,CA,-35,1,-35,L,VIC
2711,1930,R11,reg_season,Collingwood,98,Essendon,68,Victoria Park,CO,ES,30,1,30,W,VIC
2711,1930,R11,reg_season,Essendon,68,Collingwood,98,Victoria Park,ES,CO,30,0,-30,L,VIC
2712,1930,R11,reg_season,Fitzroy,62,Geelong,75,Brunswick St,FI,GE,-13,1,-13,L,VIC
2712,1930,R11,reg_season,Geelong,75,Fitzroy,62,Brunswick St,GE,FI,-13,0,13,W,VIC
2713,1930,R11,reg_season,Melbourne,82,Hawthorn,41,M.C.G.,ME,HA,41,1,41,W,VIC
2713,1930,R11,reg_season,Hawthorn,41,Melbourne,82,M.C.G.,HA,ME,41,0,-41,L,VIC
2714,1930,R11,reg_season,North Melbourne,45,South Melbourne,80,Arden St,NM,SM,-35,1,-35,L,VIC
2714,1930,R11,reg_season,South Melbourne,80,North Melbourne,45,Arden St,SM,NM,-35,0,35,W,VIC
2715,1930,R11,reg_season,St Kilda,36,Richmond,60,Junction Oval,SK,RI,-24,1,-24,L,VIC
2715,1930,R11,reg_season,Richmond,60,St Kilda,36,Junction Oval,RI,SK,-24,0,24,W,VIC
2716,1930,R12,reg_season,Geelong,91,Carlton,106,Princes Park,GE,CA,15,0,-15,L,VIC
2716,1930,R12,reg_season,Carlton,106,Geelong,91,Princes Park,CA,GE,15,1,15,W,VIC
2717,1930,R12,reg_season,Collingwood,167,Fitzroy,94,Victoria Park,CO,FI,73,1,73,W,VIC
2717,1930,R12,reg_season,Fitzroy,94,Collingwood,167,Victoria Park,FI,CO,73,0,-73,L,VIC
2718,1930,R12,reg_season,South Melbourne,108,Essendon,106,Windy Hill,SM,ES,-2,0,2,W,VIC
2718,1930,R12,reg_season,Essendon,106,South Melbourne,108,Windy Hill,ES,SM,-2,1,-2,L,VIC
2719,1930,R12,reg_season,Western Bulldogs,58,Melbourne,61,Western Oval,WB,ME,-3,1,-3,L,VIC
2719,1930,R12,reg_season,Melbourne,61,Western Bulldogs,58,Western Oval,ME,WB,-3,0,3,W,VIC
2720,1930,R12,reg_season,Richmond,109,Hawthorn,49,Punt Rd,RI,HA,60,1,60,W,VIC
2720,1930,R12,reg_season,Hawthorn,49,Richmond,109,Punt Rd,HA,RI,60,0,-60,L,VIC
2721,1930,R12,reg_season,St Kilda,123,North Melbourne,48,Junction Oval,SK,NM,75,1,75,W,VIC
2721,1930,R12,reg_season,North Melbourne,48,St Kilda,123,Junction Oval,NM,SK,75,0,-75,L,VIC
2722,1930,R13,reg_season,Fitzroy,69,Carlton,76,Brunswick St,FI,CA,-7,1,-7,L,VIC
2722,1930,R13,reg_season,Carlton,76,Fitzroy,69,Brunswick St,CA,FI,-7,0,7,W,VIC
2723,1930,R13,reg_season,North Melbourne,39,Collingwood,121,Arden St,NM,CO,-82,1,-82,L,VIC
2723,1930,R13,reg_season,Collingwood,121,North Melbourne,39,Arden St,CO,NM,-82,0,82,W,VIC
2724,1930,R13,reg_season,Essendon,63,Geelong,92,Corio Oval,ES,GE,29,0,-29,L,VIC
2724,1930,R13,reg_season,Geelong,92,Essendon,63,Corio Oval,GE,ES,29,1,29,W,VIC
2725,1930,R13,reg_season,Hawthorn,76,Western Bulldogs,73,Glenferrie Oval,HA,WB,3,1,3,W,VIC
2725,1930,R13,reg_season,Western Bulldogs,73,Hawthorn,76,Glenferrie Oval,WB,HA,3,0,-3,L,VIC
2726,1930,R13,reg_season,Melbourne,82,St Kilda,65,M.C.G.,ME,SK,17,1,17,W,VIC
2726,1930,R13,reg_season,St Kilda,65,Melbourne,82,M.C.G.,SK,ME,17,0,-17,L,VIC
2727,1930,R13,reg_season,Richmond,71,South Melbourne,77,Lake Oval,RI,SM,6,0,-6,L,VIC
2727,1930,R13,reg_season,South Melbourne,77,Richmond,71,Lake Oval,SM,RI,6,1,6,W,VIC
2728,1930,R14,reg_season,Carlton,155,North Melbourne,27,Princes Park,CA,NM,128,1,128,W,VIC
2728,1930,R14,reg_season,North Melbourne,27,Carlton,155,Princes Park,NM,CA,128,0,-128,L,VIC
2729,1930,R14,reg_season,Collingwood,104,Melbourne,57,Victoria Park,CO,ME,47,1,47,W,VIC
2729,1930,R14,reg_season,Melbourne,57,Collingwood,104,Victoria Park,ME,CO,47,0,-47,L,VIC
2730,1930,R14,reg_season,Essendon,91,Fitzroy,71,Windy Hill,ES,FI,20,1,20,W,VIC
2730,1930,R14,reg_season,Fitzroy,71,Essendon,91,Windy Hill,FI,ES,20,0,-20,L,VIC
2731,1930,R14,reg_season,St Kilda,61,Western Bulldogs,52,Junction Oval,SK,WB,9,1,9,W,VIC
2731,1930,R14,reg_season,Western Bulldogs,52,St Kilda,61,Junction Oval,WB,SK,9,0,-9,L,VIC
2732,1930,R14,reg_season,Richmond,65,Geelong,71,Punt Rd,RI,GE,-6,1,-6,L,VIC
2732,1930,R14,reg_season,Geelong,71,Richmond,65,Punt Rd,GE,RI,-6,0,6,W,VIC
2733,1930,R14,reg_season,Hawthorn,73,South Melbourne,94,Glenferrie Oval,HA,SM,-21,1,-21,L,VIC
2733,1930,R14,reg_season,South Melbourne,94,Hawthorn,73,Glenferrie Oval,SM,HA,-21,0,21,W,VIC
2734,1930,R15,reg_season,Melbourne,83,Carlton,77,M.C.G.,ME,CA,6,1,6,W,VIC
2734,1930,R15,reg_season,Carlton,77,Melbourne,83,M.C.G.,CA,ME,6,0,-6,L,VIC
2735,1930,R15,reg_season,St Kilda,91,Collingwood,115,Junction Oval,SK,CO,-24,1,-24,L,VIC
2735,1930,R15,reg_season,Collingwood,115,St Kilda,91,Junction Oval,CO,SK,-24,0,24,W,VIC
2736,1930,R15,reg_season,Essendon,95,North Melbourne,48,Arden St,ES,NM,-47,0,47,W,VIC
2736,1930,R15,reg_season,North Melbourne,48,Essendon,95,Arden St,NM,ES,-47,1,-47,L,VIC
2737,1930,R15,reg_season,Fitzroy,71,Richmond,60,Brunswick St,FI,RI,11,1,11,W,VIC
2737,1930,R15,reg_season,Richmond,60,Fitzroy,71,Brunswick St,RI,FI,11,0,-11,L,VIC
2738,1930,R15,reg_season,Western Bulldogs,66,South Melbourne,84,Western Oval,WB,SM,-18,1,-18,L,VIC
2738,1930,R15,reg_season,South Melbourne,84,Western Bulldogs,66,Western Oval,SM,WB,-18,0,18,W,VIC
2739,1930,R15,reg_season,Geelong,125,Hawthorn,43,Corio Oval,GE,HA,82,1,82,W,VIC
2739,1930,R15,reg_season,Hawthorn,43,Geelong,125,Corio Oval,HA,GE,82,0,-82,L,VIC
2740,1930,R16,reg_season,St Kilda,97,Carlton,108,Princes Park,SK,CA,11,0,-11,L,VIC
2740,1930,R16,reg_season,Carlton,108,St Kilda,97,Princes Park,CA,SK,11,1,11,W,VIC
2741,1930,R16,reg_season,Collingwood,116,Western Bulldogs,77,Victoria Park,CO,WB,39,1,39,W,VIC
2741,1930,R16,reg_season,Western Bulldogs,77,Collingwood,116,Victoria Park,WB,CO,39,0,-39,L,VIC
